test,UniqueID,Gene.Name,logFC,P.Value,Adj.P.Value
DEG.wk52,ENSG00000000003,TSPAN6,0.225351209,0.053359044,0.16118915
DEG.wk52,ENSG00000000419,DPM1,0.113958192,0.135752199,0.300563919
DEG.wk52,ENSG00000000457,SCYL3,-0.014201527,0.618586244,0.769903859
DEG.wk52,ENSG00000000460,C1orf112,-0.083441388,0.003330172,0.020671253
DEG.wk52,ENSG00000000938,FGR,-0.023211426,0.618533318,0.769903859
DEG.wk52,ENSG00000000971,CFH,0.013579944,0.841881899,0.912433193
DEG.wk52,ENSG00000001036,FUCA2,-0.073697334,0.024506922,0.09266816
DEG.wk52,ENSG00000001084,GCLC,0.072956803,0.110632902,0.262927275
DEG.wk52,ENSG00000001167,NFYA,-0.061257229,0.031944335,0.112475592
DEG.wk52,ENSG00000001460,STPG1,-0.032182344,0.473887617,0.659931575
DEG.wk52,ENSG00000001461,NIPAL3,0.033283678,0.281712346,0.478338112
DEG.wk52,ENSG00000001497,LAS1L,-0.003365718,0.91235663,0.954941354
DEG.wk52,ENSG00000001561,ENPP4,0.182739586,0.001015151,0.008117173
DEG.wk52,ENSG00000001629,ANKIB1,-0.00557939,0.805496962,0.88968778
DEG.wk52,ENSG00000001630,CYP51A1,-0.031293471,0.414087451,0.608146249
DEG.wk52,ENSG00000001631,KRIT1,0.000509223,0.987508684,0.993705978
DEG.wk52,ENSG00000002016,RAD52,0.011128014,0.699707789,0.824532091
DEG.wk52,ENSG00000002330,BAD,-0.003097122,0.958640177,0.979065519
DEG.wk52,ENSG00000002549,LAP3,-0.848474477,7.44e-36,2.5e-33
DEG.wk52,ENSG00000002586,CD99,0.038174097,0.201645273,0.38678919
DEG.wk52,ENSG00000002587,HS3ST1,-0.011348129,0.889471254,0.940495428
DEG.wk52,ENSG00000002726,AOC1,-0.355370693,0.00112828,0.008830804
DEG.wk52,ENSG00000002745,WNT16,0.176488006,0.090833266,0.229919531
DEG.wk52,ENSG00000002822,MAD1L1,-0.070307016,0.089525453,0.227507904
DEG.wk52,ENSG00000002834,LASP1,-0.029903999,0.493820012,0.676459122
DEG.wk52,ENSG00000002919,SNX11,-0.084008109,0.045966286,0.145259687
DEG.wk52,ENSG00000002933,TMEM176A,0.032730409,0.610384939,0.763571162
DEG.wk52,ENSG00000003056,M6PR,0.040103155,0.079754907,0.211305533
DEG.wk52,ENSG00000003096,KLHL13,0.332208648,0.00028488,0.00287242
DEG.wk52,ENSG00000003147,ICA1,-0.196990353,1.15e-05,0.000188142
DEG.wk52,ENSG00000003249,DBNDD1,0.227054256,0.004197942,0.024750151
DEG.wk52,ENSG00000003393,ALS2,0.021196619,0.347641168,0.548589995
DEG.wk52,ENSG00000003400,CASP10,-0.239385265,8.35e-19,9.01e-17
DEG.wk52,ENSG00000003402,CFLAR,-0.107726135,0.015012253,0.064644229
DEG.wk52,ENSG00000003436,TFPI,0.190067252,0.040718252,0.133172204
DEG.wk52,ENSG00000003509,NDUFAF7,0.063186908,0.053340789,0.161160874
DEG.wk52,ENSG00000003756,RBM5,-0.043934826,0.056263584,0.167313289
DEG.wk52,ENSG00000004059,ARF5,0.096626746,0.004890559,0.027812941
DEG.wk52,ENSG00000004139,SARM1,0.029966068,0.446044271,0.637371936
DEG.wk52,ENSG00000004142,POLDIP2,-0.08400117,0.007243094,0.037841055
DEG.wk52,ENSG00000004399,PLXND1,-0.074718057,0.211690312,0.398795671
DEG.wk52,ENSG00000004455,AK2,-0.003264995,0.855294248,0.92069133
DEG.wk52,ENSG00000004468,CD38,-0.469273073,4.22e-20,5.1e-18
DEG.wk52,ENSG00000004478,FKBP4,0.077669067,0.018705842,0.075819269
DEG.wk52,ENSG00000004487,KDM1A,0.035817446,0.183721814,0.364486538
DEG.wk52,ENSG00000004534,RBM6,0.013355199,0.624995355,0.774717007
DEG.wk52,ENSG00000004660,CAMKK1,0.114036531,0.073806411,0.200643279
DEG.wk52,ENSG00000004700,RECQL,0.097503262,0.085424607,0.22045413
DEG.wk52,ENSG00000004766,VPS50,0.089705506,0.081864069,0.214959078
DEG.wk52,ENSG00000004777,ARHGAP33,-0.003478919,0.965751124,0.982699405
DEG.wk52,ENSG00000004779,NDUFAB1,0.02567528,0.576639224,0.739376272
DEG.wk52,ENSG00000004799,PDK4,0.008969136,0.90050407,0.947022702
DEG.wk52,ENSG00000004809,SLC22A16,-0.171326325,0.009884376,0.047733211
DEG.wk52,ENSG00000004838,ZMYND10,0.127199662,0.139622564,0.306310841
DEG.wk52,ENSG00000004864,SLC25A13,0.014729407,0.538483029,0.710745026
DEG.wk52,ENSG00000004866,ST7,0.084272247,0.036178774,0.122815341
DEG.wk52,ENSG00000004897,CDC27,0.02709055,0.53327269,0.707140506
DEG.wk52,ENSG00000004939,SLC4A1,0.084605929,0.484318947,0.668705061
DEG.wk52,ENSG00000004961,HCCS,0.015609952,0.614821452,0.767108517
DEG.wk52,ENSG00000004975,DVL2,-0.094096074,0.016944387,0.070643201
DEG.wk52,ENSG00000005007,UPF1,-0.062046493,0.235048329,0.427637381
DEG.wk52,ENSG00000005020,SKAP2,0.024194567,0.65097275,0.791025099
DEG.wk52,ENSG00000005022,SLC25A5,0.148931757,2.38e-07,6.11e-06
DEG.wk52,ENSG00000005059,MCUB,0.062116092,0.083982489,0.218343418
DEG.wk52,ENSG00000005075,POLR2J,-0.015342154,0.690400417,0.818140298
DEG.wk52,ENSG00000005100,DHX33,-0.033997423,0.159129703,0.33252053
DEG.wk52,ENSG00000005102,MEOX1,-0.004567841,0.942392842,0.970885103
DEG.wk52,ENSG00000005108,THSD7A,0.482109513,9.98e-05,0.001201792
DEG.wk52,ENSG00000005156,LIG3,-0.019451571,0.468179837,0.655866097
DEG.wk52,ENSG00000005175,RPAP3,0.054762477,0.223489911,0.413627549
DEG.wk52,ENSG00000005187,ACSM3,0.293171389,1.9e-06,3.83e-05
DEG.wk52,ENSG00000005189,REXO5,-0.068135729,0.303668029,0.502613264
DEG.wk52,ENSG00000005194,CIAPIN1,0.027381649,0.303692809,0.502613264
DEG.wk52,ENSG00000005206,SPPL2B,-0.08439808,0.1582931,0.331343886
DEG.wk52,ENSG00000005238,FAM214B,-0.043067734,0.443624584,0.635195032
DEG.wk52,ENSG00000005243,COPZ2,0.10077056,0.214076183,0.401430097
DEG.wk52,ENSG00000005249,PRKAR2B,0.269313692,0.001355136,0.010150357
DEG.wk52,ENSG00000005302,MSL3,0.013331168,0.725597823,0.840534445
DEG.wk52,ENSG00000005339,CREBBP,-0.127193435,0.025075631,0.094340814
DEG.wk52,ENSG00000005379,TSPOAP1,0.12841056,0.032716653,0.114218312
DEG.wk52,ENSG00000005381,MPO,-0.235521563,0.023573821,0.090188778
DEG.wk52,ENSG00000005436,GCFC2,0.07895035,0.111184291,0.263718834
DEG.wk52,ENSG00000005448,WDR54,0.083005282,0.065878378,0.186595331
DEG.wk52,ENSG00000005469,CROT,0.032338812,0.408934144,0.603475954
DEG.wk52,ENSG00000005471,ABCB4,0.15916151,0.028272019,0.103215941
DEG.wk52,ENSG00000005483,KMT2E,-0.097233524,0.001451536,0.01073485
DEG.wk52,ENSG00000005486,RHBDD2,-0.103438567,0.010902852,0.051269908
DEG.wk52,ENSG00000005513,SOX8,-0.107081854,0.272235168,0.468569299
DEG.wk52,ENSG00000005700,IBTK,0.028862039,0.437466709,0.630034122
DEG.wk52,ENSG00000005801,ZNF195,0.029429616,0.366323026,0.564453348
DEG.wk52,ENSG00000005810,MYCBP2,-0.054635894,0.0533163,0.161140624
DEG.wk52,ENSG00000005812,FBXL3,0.049688561,0.218071105,0.406923826
DEG.wk52,ENSG00000005844,ITGAL,-0.002407182,0.95102322,0.975283944
DEG.wk52,ENSG00000005882,PDK2,0.097019935,0.016857453,0.070442849
DEG.wk52,ENSG00000005884,ITGA3,-0.03042068,0.582866204,0.743414948
DEG.wk52,ENSG00000005889,ZFX,0.051098817,0.073708139,0.200559957
DEG.wk52,ENSG00000005893,LAMP2,-0.045217327,0.368467108,0.566456434
DEG.wk52,ENSG00000005961,ITGA2B,0.189769606,0.154011274,0.325996528
DEG.wk52,ENSG00000006007,GDE1,0.082894566,0.08362773,0.217896297
DEG.wk52,ENSG00000006015,REX1BD,-0.031928284,0.592159895,0.750675892
DEG.wk52,ENSG00000006025,OSBPL7,-0.028615899,0.545696483,0.71665744
DEG.wk52,ENSG00000006062,MAP3K14,0.028935417,0.381569566,0.579342485
DEG.wk52,ENSG00000006125,AP2B1,-0.031970809,0.35749086,0.556762669
DEG.wk52,ENSG00000006194,ZNF263,0.038292401,0.06156324,0.178075405
DEG.wk52,ENSG00000006282,SPATA20,-0.003532145,0.927195516,0.962907981
DEG.wk52,ENSG00000006327,TNFRSF12A,-0.147854132,0.045731476,0.144760415
DEG.wk52,ENSG00000006432,MAP3K9,-0.000357572,0.993488631,0.996860343
DEG.wk52,ENSG00000006451,RALA,0.075842061,0.060509265,0.175784412
DEG.wk52,ENSG00000006453,BAIAP2L1,0.046783699,0.661363816,0.798641716
DEG.wk52,ENSG00000006459,KDM7A,-0.061752279,0.15787952,0.330745637
DEG.wk52,ENSG00000006530,AGK,0.05628208,0.111935225,0.264841257
DEG.wk52,ENSG00000006534,ALDH3B1,-0.184126171,0.000480195,0.004387623
DEG.wk52,ENSG00000006555,TTC22,0.079385168,0.044278115,0.14126356
DEG.wk52,ENSG00000006576,PHTF2,0.043208946,0.343872589,0.545159457
DEG.wk52,ENSG00000006607,FARP2,0.006036734,0.814919177,0.894897507
DEG.wk52,ENSG00000006625,GGCT,0.037561078,0.490806516,0.673925611
DEG.wk52,ENSG00000006634,DBF4,0.032140703,0.523957614,0.699910647
DEG.wk52,ENSG00000006638,TBXA2R,-0.121067485,0.151631445,0.322276851
DEG.wk52,ENSG00000006652,IFRD1,0.002384503,0.962173049,0.98095957
DEG.wk52,ENSG00000006695,COX10,-0.022389005,0.38355184,0.580926692
DEG.wk52,ENSG00000006712,PAF1,-0.059219548,0.146688705,0.315509574
DEG.wk52,ENSG00000006715,VPS41,0.053583552,0.047033255,0.147591885
DEG.wk52,ENSG00000006744,ELAC2,-0.022750125,0.40184628,0.598033079
DEG.wk52,ENSG00000006747,SCIN,0.035014697,0.728848059,0.842638428
DEG.wk52,ENSG00000006756,ARSD,-0.07097844,0.037367079,0.125566414
DEG.wk52,ENSG00000006757,PNPLA4,0.046581187,0.234114666,0.426538324
DEG.wk52,ENSG00000006831,ADIPOR2,0.019646357,0.314316613,0.514455986
DEG.wk52,ENSG00000006837,CDKL3,0.232599707,0.065975333,0.186782354
DEG.wk52,ENSG00000007038,PRSS21,0.065606198,0.439506092,0.631715919
DEG.wk52,ENSG00000007047,MARK4,-0.03749452,0.405859829,0.601142542
DEG.wk52,ENSG00000007080,CCDC124,-0.014131406,0.789225308,0.879890066
DEG.wk52,ENSG00000007129,CEACAM21,0.020415507,0.58088807,0.741928182
DEG.wk52,ENSG00000007168,PAFAH1B1,0.027961101,0.257696546,0.452310736
DEG.wk52,ENSG00000007202,KIAA0100,-0.007315075,0.781718463,0.875348319
DEG.wk52,ENSG00000007237,GAS7,0.118473998,0.021348889,0.08390951
DEG.wk52,ENSG00000007255,TRAPPC6A,0.115652452,0.024756034,0.09344887
DEG.wk52,ENSG00000007264,MATK,0.274518608,3.26e-06,6.21e-05
DEG.wk52,ENSG00000007312,CD79B,-0.001296412,0.980607116,0.989693042
DEG.wk52,ENSG00000007341,ST7L,-0.10234091,4.73e-05,0.000630941
DEG.wk52,ENSG00000007350,TKTL1,0.207184242,8.28e-05,0.001027194
DEG.wk52,ENSG00000007376,RPUSD1,-0.074309301,0.189755971,0.372070644
DEG.wk52,ENSG00000007392,LUC7L,0.022810972,0.413251592,0.607424998
DEG.wk52,ENSG00000007402,CACNA2D2,0.200808001,0.003943062,0.023649236
DEG.wk52,ENSG00000007516,BAIAP3,0.038026943,0.617780201,0.769493781
DEG.wk52,ENSG00000007520,TSR3,-0.013499663,0.784328195,0.876966527
DEG.wk52,ENSG00000007541,PIGQ,-0.03693535,0.550678314,0.720414468
DEG.wk52,ENSG00000007545,CRAMP1,-0.03968866,0.32542035,0.52577543
DEG.wk52,ENSG00000007923,DNAJC11,-0.054839277,0.080415846,0.212553568
DEG.wk52,ENSG00000007944,MYLIP,-0.191263966,1.33e-06,2.79e-05
DEG.wk52,ENSG00000007968,E2F2,-0.131356339,0.133633719,0.297534615
DEG.wk52,ENSG00000008018,PSMB1,0.071875587,0.040177075,0.131878337
DEG.wk52,ENSG00000008083,JARID2,-0.047142706,0.208864894,0.39586465
DEG.wk52,ENSG00000008086,CDKL5,-0.012494909,0.794468328,0.883075299
DEG.wk52,ENSG00000008128,CDK11A,-0.048293288,0.157271328,0.330144882
DEG.wk52,ENSG00000008130,NADK,-0.285627804,1.04e-06,2.24e-05
DEG.wk52,ENSG00000008226,DLEC1,0.102292253,0.035253639,0.120361915
DEG.wk52,ENSG00000008256,CYTH3,0.110129629,0.000978787,0.007897405
DEG.wk52,ENSG00000008277,ADAM22,0.239369388,1.17e-07,3.26e-06
DEG.wk52,ENSG00000008282,SYPL1,0.070407819,0.082920057,0.21695946
DEG.wk52,ENSG00000008283,CYB561,-0.062423914,0.138573807,0.304884008
DEG.wk52,ENSG00000008294,SPAG9,0.042713355,0.259657895,0.454179765
DEG.wk52,ENSG00000008300,CELSR3,-0.09174866,0.103375326,0.250296445
DEG.wk52,ENSG00000008311,AASS,0.0662591,0.145408737,0.313567205
DEG.wk52,ENSG00000008324,SS18L2,0.135863668,0.029347913,0.105758719
DEG.wk52,ENSG00000008382,MPND,0.010985743,0.80553081,0.88968778
DEG.wk52,ENSG00000008394,MGST1,-0.057913919,0.220028286,0.409227316
DEG.wk52,ENSG00000008405,CRY1,0.1136649,0.000192166,0.002072532
DEG.wk52,ENSG00000008438,PGLYRP1,0.196549955,0.053733387,0.162076783
DEG.wk52,ENSG00000008441,NFIX,0.034444247,0.722971344,0.839261386
DEG.wk52,ENSG00000008513,ST3GAL1,-0.030202925,0.247768733,0.44086435
DEG.wk52,ENSG00000008516,MMP25,-0.137228766,0.070299566,0.195122217
DEG.wk52,ENSG00000008517,IL32,0.053563244,0.152392375,0.323514638
DEG.wk52,ENSG00000008710,PKD1,-0.066055163,0.38283113,0.580471989
DEG.wk52,ENSG00000008838,MED24,-0.118036539,0.001205269,0.009297375
DEG.wk52,ENSG00000008853,RHOBTB2,-0.06837649,0.073372283,0.200095183
DEG.wk52,ENSG00000008869,HEATR5B,-0.09090031,0.000421258,0.003961474
DEG.wk52,ENSG00000008952,SEC62,0.130433803,0.031983971,0.112571399
DEG.wk52,ENSG00000008988,RPS20,0.219984113,0.021484974,0.084247445
DEG.wk52,ENSG00000009307,CSDE1,0.143899358,1.58e-06,3.27e-05
DEG.wk52,ENSG00000009335,UBE3C,0.030290863,0.064942369,0.184808264
DEG.wk52,ENSG00000009413,REV3L,0.047470713,0.151960657,0.322900803
DEG.wk52,ENSG00000009694,TENM1,-0.022621009,0.67513416,0.808294564
DEG.wk52,ENSG00000009780,FAM76A,-0.001800336,0.944963847,0.972111505
DEG.wk52,ENSG00000009790,TRAF3IP3,0.001632305,0.947299134,0.972911971
DEG.wk52,ENSG00000009830,POMT2,0.04505635,0.268646859,0.464821661
DEG.wk52,ENSG00000009844,VTA1,0.038170384,0.31745339,0.51772619
DEG.wk52,ENSG00000009954,BAZ1B,-0.0007959,0.974708238,0.986964266
DEG.wk52,ENSG00000010017,RANBP9,0.016588508,0.624203575,0.774268047
DEG.wk52,ENSG00000010030,ETV7,-1.189390957,1.14e-26,1.99e-24
DEG.wk52,ENSG00000010072,SPRTN,-0.022805575,0.415769142,0.609708941
DEG.wk52,ENSG00000010165,EEF1AKNMT,-0.053898936,0.017619143,0.072653903
DEG.wk52,ENSG00000010219,DYRK4,0.031307697,0.448326539,0.639020497
DEG.wk52,ENSG00000010244,ZNF207,-0.036296587,0.237798895,0.430459178
DEG.wk52,ENSG00000010256,UQCRC1,-0.04466255,0.237981037,0.430681023
DEG.wk52,ENSG00000010270,STARD3NL,-0.034902826,0.292980767,0.491347512
DEG.wk52,ENSG00000010278,CD9,0.15675105,0.017742051,0.073027764
DEG.wk52,ENSG00000010292,NCAPD2,0.015456061,0.676885505,0.809264491
DEG.wk52,ENSG00000010295,IFFO1,-0.094109309,0.014186435,0.061834019
DEG.wk52,ENSG00000010310,GIPR,-0.02891486,0.703182476,0.826637467
DEG.wk52,ENSG00000010318,PHF7,-0.073392481,0.055136636,0.164954899
DEG.wk52,ENSG00000010319,SEMA3G,-0.409059792,1.07e-06,2.3e-05
DEG.wk52,ENSG00000010322,NISCH,-0.046116807,0.143314765,0.310941667
DEG.wk52,ENSG00000010327,STAB1,-0.198369634,0.001217413,0.009370562
DEG.wk52,ENSG00000010361,FUZ,0.114663407,0.021404573,0.084036718
DEG.wk52,ENSG00000010379,SLC6A13,-0.237018738,0.027653095,0.101529164
DEG.wk52,ENSG00000010404,IDS,0.060932566,0.164012971,0.33881553
DEG.wk52,ENSG00000010539,ZNF200,-0.164825686,7.67e-07,1.72e-05
DEG.wk52,ENSG00000010610,CD4,0.038198184,0.396317041,0.593092525
DEG.wk52,ENSG00000010626,LRRC23,0.059386332,0.22064415,0.409762107
DEG.wk52,ENSG00000010671,BTK,-0.048607419,0.093670948,0.235159656
DEG.wk52,ENSG00000010704,HFE,-0.061573713,0.116639683,0.27220433
DEG.wk52,ENSG00000010803,SCMH1,-0.018132192,0.532755635,0.70661001
DEG.wk52,ENSG00000010810,FYN,0.034373976,0.142255246,0.309491438
DEG.wk52,ENSG00000010818,HIVEP2,0.014895653,0.578479844,0.740439257
DEG.wk52,ENSG00000011007,ELOA,0.005394325,0.80782454,0.891248422
DEG.wk52,ENSG00000011009,LYPLA2,-0.013489455,0.731430487,0.844678774
DEG.wk52,ENSG00000011021,CLCN6,-0.053146995,0.167878039,0.343898496
DEG.wk52,ENSG00000011028,MRC2,0.027938302,0.795949586,0.883814696
DEG.wk52,ENSG00000011105,TSPAN9,0.069767051,0.526621126,0.702174419
DEG.wk52,ENSG00000011114,BTBD7,0.075352773,0.358318509,0.55738093
DEG.wk52,ENSG00000011132,APBA3,-0.061922584,0.152185394,0.323188836
DEG.wk52,ENSG00000011143,MKS1,0.057573394,0.136915798,0.302386317
DEG.wk52,ENSG00000011198,ABHD5,0.045581046,0.474240439,0.660229786
DEG.wk52,ENSG00000011201,ANOS1,0.183127117,0.143171176,0.310784538
DEG.wk52,ENSG00000011243,AKAP8L,-0.016091858,0.663829429,0.800491417
DEG.wk52,ENSG00000011258,MBTD1,0.088154145,0.004243681,0.024956589
DEG.wk52,ENSG00000011260,UTP18,0.04889024,0.200418906,0.38539824
DEG.wk52,ENSG00000011275,RNF216,0.061910915,0.000170546,0.001877693
DEG.wk52,ENSG00000011295,TTC19,0.068905881,0.01344089,0.059442393
DEG.wk52,ENSG00000011304,PTBP1,-0.008671941,0.820063788,0.89851459
DEG.wk52,ENSG00000011376,LARS2,-0.007098619,0.772090138,0.869345091
DEG.wk52,ENSG00000011405,PIK3C2A,0.006032795,0.859513439,0.922930189
DEG.wk52,ENSG00000011422,PLAUR,-0.188949695,0.001076476,0.008509886
DEG.wk52,ENSG00000011426,ANLN,-0.26825566,0.000966056,0.007821251
DEG.wk52,ENSG00000011451,WIZ,-0.032491399,0.554829297,0.723264058
DEG.wk52,ENSG00000011454,RABGAP1,-0.023396281,0.262731447,0.458218413
DEG.wk52,ENSG00000011478,QPCTL,0.055665831,0.319219853,0.519637918
DEG.wk52,ENSG00000011485,PPP5C,-0.002867985,0.920845364,0.959172012
DEG.wk52,ENSG00000011523,CEP68,0.095584411,0.000313669,0.003115885
DEG.wk52,ENSG00000011566,MAP4K3,0.052818331,0.206717754,0.393555091
DEG.wk52,ENSG00000011590,ZBTB32,-0.358839331,9.06e-06,0.000152692
DEG.wk52,ENSG00000011600,TYROBP,-0.05342113,0.319343425,0.519685964
DEG.wk52,ENSG00000011638,TMEM159,0.041978742,0.226933733,0.417700093
DEG.wk52,ENSG00000012048,BRCA1,-0.226058446,5.47e-06,9.79e-05
DEG.wk52,ENSG00000012061,ERCC1,0.028010579,0.31802433,0.51833074
DEG.wk52,ENSG00000012124,CD22,0.033587705,0.602513436,0.758696189
DEG.wk52,ENSG00000012171,SEMA3B,-0.521396754,2.63e-08,8.26e-07
DEG.wk52,ENSG00000012174,MBTPS2,-0.002599629,0.951559899,0.975459327
DEG.wk52,ENSG00000012211,PRICKLE3,-0.116636382,0.009638632,0.046913087
DEG.wk52,ENSG00000012223,LTF,-0.190894446,0.119762499,0.276873261
DEG.wk52,ENSG00000012232,EXTL3,0.10954738,0.034599143,0.118753906
DEG.wk52,ENSG00000012660,ELOVL5,0.04912061,0.196897376,0.381325994
DEG.wk52,ENSG00000012779,ALOX5,-0.391857336,0.481536554,0.666485434
DEG.wk52,ENSG00000012822,CALCOCO1,0.02125422,0.520868656,0.697403227
DEG.wk52,ENSG00000012963,UBR7,0.006043951,0.795730029,0.883814696
DEG.wk52,ENSG00000012983,MAP4K5,0.091327475,0.019445911,0.078263095
DEG.wk52,ENSG00000013016,EHD3,-0.00584955,0.927025859,0.962786974
DEG.wk52,ENSG00000013275,PSMC4,-0.027709793,0.366548646,0.564608936
DEG.wk52,ENSG00000013288,MAN2B2,-0.05128016,0.109163646,0.260267179
DEG.wk52,ENSG00000013306,SLC25A39,-0.030708734,0.796163094,0.883832511
DEG.wk52,ENSG00000013364,MVP,-0.030786548,0.478375048,0.663884612
DEG.wk52,ENSG00000013374,NUB1,-0.360897163,2.07e-16,1.77e-14
DEG.wk52,ENSG00000013375,PGM3,0.090955736,0.019724675,0.079121406
DEG.wk52,ENSG00000013392,RWDD2A,0.155620782,0.004507784,0.02616161
DEG.wk52,ENSG00000013441,CLK1,0.047746758,0.271388835,0.467751985
DEG.wk52,ENSG00000013503,POLR3B,0.084003406,0.009060009,0.04473354
DEG.wk52,ENSG00000013523,ANGEL1,0.038047418,0.236781629,0.429368128
DEG.wk52,ENSG00000013561,RNF14,0.217543648,5.55e-05,0.000726956
DEG.wk52,ENSG00000013563,DNASE1L1,-0.061383483,0.065254658,0.185379297
DEG.wk52,ENSG00000013573,DDX11,-0.050660478,0.217811425,0.406555976
DEG.wk52,ENSG00000013583,HEBP1,-0.062117292,0.274828729,0.471331921
DEG.wk52,ENSG00000013619,MAMLD1,-0.05363577,0.491846523,0.67467387
DEG.wk52,ENSG00000013725,CD6,0.008186072,0.860217919,0.923413027
DEG.wk52,ENSG00000013810,TACC3,-0.017199683,0.643880458,0.786839551
DEG.wk52,ENSG00000014123,UFL1,0.101374614,0.055434023,0.165580128
DEG.wk52,ENSG00000014138,POLA2,-0.029622846,0.536068556,0.709031767
DEG.wk52,ENSG00000014164,ZC3H3,-0.236258665,0.000427503,0.004007208
DEG.wk52,ENSG00000014216,CAPN1,-0.073722565,0.171175236,0.34817289
DEG.wk52,ENSG00000014257,ACP3,0.134981367,0.000469242,0.004311459
DEG.wk52,ENSG00000014641,MDH1,0.03318976,0.492892807,0.675648719
DEG.wk52,ENSG00000014824,SLC30A9,0.063144743,0.098086446,0.242030275
DEG.wk52,ENSG00000014914,MTMR11,0.042185262,0.34333719,0.544558298
DEG.wk52,ENSG00000014919,COX15,-0.05304608,0.00652707,0.034917032
DEG.wk52,ENSG00000015133,CCDC88C,-0.056954012,0.146459565,0.315128946
DEG.wk52,ENSG00000015153,YAF2,0.070330908,0.032592663,0.114004001
DEG.wk52,ENSG00000015171,ZMYND11,0.125208424,0.000266163,0.002729262
DEG.wk52,ENSG00000015285,WAS,-0.164761366,0.005767022,0.031664448
DEG.wk52,ENSG00000015475,BID,0.034774577,0.279756924,0.476205175
DEG.wk52,ENSG00000015479,MATR3,0.083396883,0.042895199,0.13817211
DEG.wk52,ENSG00000015532,XYLT2,-0.038667154,0.280231385,0.476716972
DEG.wk52,ENSG00000015568,RGPD5,0.056206389,0.373649305,0.571348412
DEG.wk52,ENSG00000015676,NUDCD3,-0.03010364,0.231325938,0.423373198
DEG.wk52,ENSG00000016391,CHDH,0.116382601,0.270143456,0.466301704
DEG.wk52,ENSG00000016864,GLT8D1,0.067881743,0.005892929,0.032199633
DEG.wk52,ENSG00000017260,ATP2C1,0.040157485,0.142018101,0.309311984
DEG.wk52,ENSG00000017483,SLC38A5,-0.297487913,0.000435264,0.004061044
DEG.wk52,ENSG00000017797,RALBP1,0.048081411,0.216140703,0.404419688
DEG.wk52,ENSG00000018189,RUFY3,0.057184529,0.079839527,0.211462123
DEG.wk52,ENSG00000018280,SLC11A1,0.06401963,0.369478805,0.567448544
DEG.wk52,ENSG00000018408,WWTR1,-0.068425691,0.425182654,0.618741388
DEG.wk52,ENSG00000018510,AGPS,0.027104806,0.504939287,0.685369312
DEG.wk52,ENSG00000018610,CXorf56,0.116577994,0.000558266,0.004992705
DEG.wk52,ENSG00000018699,TTC27,0.047227341,0.184819775,0.365732973
DEG.wk52,ENSG00000018869,ZNF582,0.143125377,0.008850139,0.044044485
DEG.wk52,ENSG00000019144,PHLDB1,0.016390183,0.855774158,0.920770307
DEG.wk52,ENSG00000019169,MARCO,-0.176541106,0.00665351,0.035384488
DEG.wk52,ENSG00000019485,PRDM11,0.113179013,0.002191359,0.014971809
DEG.wk52,ENSG00000019582,CD74,-0.022061542,0.60812043,0.761987817
DEG.wk52,ENSG00000019991,HGF,0.070250312,0.202452751,0.387410286
DEG.wk52,ENSG00000019995,ZRANB1,0.08916549,0.008845745,0.044044485
DEG.wk52,ENSG00000020129,NCDN,-0.158476984,0.00116402,0.009047999
DEG.wk52,ENSG00000020181,ADGRA2,-0.200092036,0.00580949,0.031859002
DEG.wk52,ENSG00000020256,ZFP64,-0.07622963,0.051235189,0.1570779
DEG.wk52,ENSG00000020426,MNAT1,-0.000417575,0.992200824,0.996221397
DEG.wk52,ENSG00000020577,SAMD4A,-0.627947047,1.21e-22,1.63e-20
DEG.wk52,ENSG00000020633,RUNX3,-0.010121579,0.812617182,0.893795543
DEG.wk52,ENSG00000020922,MRE11,0.010207567,0.717759505,0.836325103
DEG.wk52,ENSG00000021300,PLEKHB1,0.007133013,0.880017851,0.935087633
DEG.wk52,ENSG00000021355,SERPINB1,-0.032178381,0.488367767,0.672422775
DEG.wk52,ENSG00000021574,SPAST,0.001337711,0.971846,0.985387671
DEG.wk52,ENSG00000021645,NRXN3,0.05355675,0.665425916,0.801464325
DEG.wk52,ENSG00000021762,OSBPL5,-0.170653374,0.002285299,0.015456264
DEG.wk52,ENSG00000021776,AQR,0.045392822,0.11934862,0.276252257
DEG.wk52,ENSG00000021826,CPS1,-0.17379191,0.148403296,0.317876737
DEG.wk52,ENSG00000022267,FHL1,0.250319591,0.000100076,0.00120484
DEG.wk52,ENSG00000022277,RTF2,-0.052120393,0.214375843,0.401766228
DEG.wk52,ENSG00000022556,NLRP2,-0.301371104,0.360963758,0.560053291
DEG.wk52,ENSG00000022567,SLC45A4,-0.001233083,0.982218192,0.990637986
DEG.wk52,ENSG00000022840,RNF10,-0.076829983,0.337485437,0.537904525
DEG.wk52,ENSG00000022976,ZNF839,-0.102583485,0.000347043,0.003369817
DEG.wk52,ENSG00000023041,ZDHHC6,0.006449862,0.773086135,0.869871929
DEG.wk52,ENSG00000023171,GRAMD1B,-0.484736599,4.52e-18,4.53e-16
DEG.wk52,ENSG00000023191,RNH1,-0.115605145,0.017275885,0.071613306
DEG.wk52,ENSG00000023228,NDUFS1,0.019185654,0.270145647,0.466301704
DEG.wk52,ENSG00000023287,RB1CC1,0.113601274,0.040086869,0.131676118
DEG.wk52,ENSG00000023318,ERP44,-0.090495202,0.014905185,0.064332311
