test,UniqueID,Gene.Name,logFC,P.Value,Adj.P.Value
DEG.wk52,ENSG00000153317,ASAP1,-0.11189367,0.033284473,0.115594387
DEG.wk52,ENSG00000153339,TRAPPC8,0.081447493,0.019775963,0.079292028
DEG.wk52,ENSG00000153363,LINC00467,-0.173136529,8.34e-05,0.001032696
DEG.wk52,ENSG00000153391,INO80C,0.014754513,0.645349876,0.787944367
DEG.wk52,ENSG00000153395,LPCAT1,0.105593206,0.040184656,0.131879329
DEG.wk52,ENSG00000153406,NMRAL1,-0.064837559,0.03698862,0.124626795
DEG.wk52,ENSG00000153443,UBALD1,-0.153033874,0.008985173,0.044518008
DEG.wk52,ENSG00000153487,ING1,0.02579426,0.330770873,0.531118571
DEG.wk52,ENSG00000153531,ADPRHL1,0.006057447,0.941686794,0.970628905
DEG.wk52,ENSG00000153551,CMTM7,-0.005465977,0.823475587,0.900910548
DEG.wk52,ENSG00000153560,UBP1,-0.029664193,0.2027672,0.387709888
DEG.wk52,ENSG00000153561,RMND5A,0.191631187,2.92e-05,0.000417206
DEG.wk52,ENSG00000153563,CD8A,0.164570804,2.26e-05,0.0003333
DEG.wk52,ENSG00000153574,RPIA,0.14858308,0.028720221,0.104155041
DEG.wk52,ENSG00000153721,CNKSR3,0.129407017,0.273491247,0.469927729
DEG.wk52,ENSG00000153767,GTF2E1,-0.008837684,0.816829512,0.89643452
DEG.wk52,ENSG00000153774,CFDP1,0.036038453,0.282986342,0.480141355
DEG.wk52,ENSG00000153786,ZDHHC7,0.041130242,0.189421035,0.371723138
DEG.wk52,ENSG00000153790,C7orf31,-0.019003915,0.675916302,0.808790932
DEG.wk52,ENSG00000153814,JAZF1,0.088975881,0.331898241,0.532023134
DEG.wk52,ENSG00000153815,CMIP,-0.162061856,0.006462666,0.034674873
DEG.wk52,ENSG00000153823,PID1,0.193040971,0.001267728,0.009643144
DEG.wk52,ENSG00000153827,TRIP12,-0.005300167,0.87608526,0.933258206
DEG.wk52,ENSG00000153832,FBXO36,0.184833784,0.021685269,0.084862936
DEG.wk52,ENSG00000153879,CEBPG,0.017152277,0.634032417,0.780621502
DEG.wk52,ENSG00000153885,KCTD15,0.047262685,0.272216916,0.468569299
DEG.wk52,ENSG00000153896,ZNF599,0.003456689,0.936165311,0.968284012
DEG.wk52,ENSG00000153898,MCOLN2,0.036229069,0.358417062,0.557438519
DEG.wk52,ENSG00000153914,SREK1,0.085493351,0.022371911,0.086793038
DEG.wk52,ENSG00000153922,CHD1,-0.077107508,0.092783977,0.233590785
DEG.wk52,ENSG00000153933,DGKE,0.119162022,0.003426313,0.021195411
DEG.wk52,ENSG00000153936,HS2ST1,0.09660964,0.028337012,0.103349097
DEG.wk52,ENSG00000153944,MSI2,0.0109726,0.708967587,0.830367402
DEG.wk52,ENSG00000153975,ZUP1,0.032898987,0.527136536,0.702311111
DEG.wk52,ENSG00000153976,HS3ST3A1,-0.032362657,0.801133414,0.886972792
DEG.wk52,ENSG00000153982,GDPD1,0.136809051,0.011567573,0.053347454
DEG.wk52,ENSG00000153989,NUS1,0.106373008,0.03037638,0.10857953
DEG.wk52,ENSG00000154001,PPP2R5E,0.08785149,0.020966262,0.082854461
DEG.wk52,ENSG00000154016,GRAP,0.044193039,0.298454392,0.496985123
DEG.wk52,ENSG00000154040,CABYR,-0.094466812,0.37246496,0.57018356
DEG.wk52,ENSG00000154059,IMPACT,0.064802938,0.065821625,0.186492889
DEG.wk52,ENSG00000154079,SDHAF4,0.077146763,0.09689106,0.24002859
DEG.wk52,ENSG00000154102,C16orf74,0.029301915,0.640928966,0.784820702
DEG.wk52,ENSG00000154114,TBCEL,0.141063291,0.019987997,0.079912292
DEG.wk52,ENSG00000154122,ANKH,0.029786582,0.554846111,0.723264058
DEG.wk52,ENSG00000154124,OTULIN,0.023475113,0.229274454,0.420966386
DEG.wk52,ENSG00000154127,UBASH3B,-0.15699565,3.95e-07,9.5e-06
DEG.wk52,ENSG00000154134,ROBO3,-0.053125467,0.378547252,0.576377955
DEG.wk52,ENSG00000154144,TBRG1,0.006803448,0.646498709,0.788582867
DEG.wk52,ENSG00000154146,NRGN,-0.021606514,0.84783847,0.916258215
DEG.wk52,ENSG00000154153,RETREG1,0.040875514,0.352653572,0.552936143
DEG.wk52,ENSG00000154165,GPR15,-0.09290642,0.090812359,0.229919531
DEG.wk52,ENSG00000154174,TOMM70,0.052423711,0.20209745,0.387183506
DEG.wk52,ENSG00000154188,ANGPT1,0.434147797,3.12e-07,7.76e-06
DEG.wk52,ENSG00000154217,PITPNC1,0.163896329,5.24e-16,4.31e-14
DEG.wk52,ENSG00000154222,CC2D1B,-0.075845003,0.002831809,0.018328823
DEG.wk52,ENSG00000154227,CERS3,-0.136152427,0.073814709,0.200643279
DEG.wk52,ENSG00000154229,PRKCA,0.053725643,0.136132823,0.301097487
DEG.wk52,ENSG00000154237,LRRK1,-0.193955096,5.41e-05,0.000711224
DEG.wk52,ENSG00000154240,CEP112,-0.032712311,0.704579242,0.827653829
DEG.wk52,ENSG00000154258,ABCA9,-0.131975536,0.147319876,0.316528973
DEG.wk52,ENSG00000154262,ABCA6,0.014895468,0.809052969,0.892114822
DEG.wk52,ENSG00000154263,ABCA10,0.042324279,0.423768754,0.617323208
DEG.wk52,ENSG00000154265,ABCA5,0.085202829,0.038715033,0.128569955
DEG.wk52,ENSG00000154269,ENPP3,0.403792888,2.1e-05,0.000313952
DEG.wk52,ENSG00000154305,MIA3,-0.126438756,5.06e-06,9.16e-05
DEG.wk52,ENSG00000154309,DISP1,0.043205823,0.235346517,0.427824744
DEG.wk52,ENSG00000154310,TNIK,-0.028331508,0.314236554,0.514378185
DEG.wk52,ENSG00000154319,FAM167A,0.013554024,0.850500439,0.917711854
DEG.wk52,ENSG00000154328,NEIL2,0.052095943,0.183471833,0.364229883
DEG.wk52,ENSG00000154330,PGM5,-0.262375239,0.000142393,0.001604491
DEG.wk52,ENSG00000154358,OBSCN,-0.040234279,0.566236704,0.73257
DEG.wk52,ENSG00000154359,LONRF1,0.148633711,0.034581323,0.118715231
DEG.wk52,ENSG00000154370,TRIM11,-0.037547131,0.25592499,0.450080694
DEG.wk52,ENSG00000154380,ENAH,-0.024559934,0.811536703,0.893114281
DEG.wk52,ENSG00000154429,CCSAP,0.061557893,0.126573696,0.287248097
DEG.wk52,ENSG00000154447,SH3RF1,0.021740196,0.632303794,0.779549856
DEG.wk52,ENSG00000154451,GBP5,-0.254778428,0.000386384,0.003688563
DEG.wk52,ENSG00000154473,BUB3,0.098050187,4.43e-05,0.00059447
DEG.wk52,ENSG00000154511,DIPK1A,-0.001901373,0.964564904,0.982246962
DEG.wk52,ENSG00000154518,ATP5MC3,0.023147017,0.473266271,0.659446375
DEG.wk52,ENSG00000154529,CNTNAP3B,0.47361788,8.22e-06,0.000139998
DEG.wk52,ENSG00000154582,ELOC,0.048420852,0.234653403,0.427219152
DEG.wk52,ENSG00000154589,LY96,-0.038887099,0.670839366,0.805116483
DEG.wk52,ENSG00000154608,CEP170P1,-0.140179385,0.242019861,0.435035503
DEG.wk52,ENSG00000154639,CXADR,0.327564488,0.003322913,0.020633757
DEG.wk52,ENSG00000154640,BTG3,-0.075680812,0.208048691,0.394974249
DEG.wk52,ENSG00000154642,C21orf91,0.097387028,0.077446568,0.207201941
DEG.wk52,ENSG00000154655,L3MBTL4,-0.010500983,0.803596169,0.888585316
DEG.wk52,ENSG00000154710,RABGEF1,0.048716847,0.097358504,0.24072581
DEG.wk52,ENSG00000154719,MRPL39,0.123274472,0.054108619,0.162937355
DEG.wk52,ENSG00000154723,ATP5PF,0.036118069,0.587988934,0.747527352
DEG.wk52,ENSG00000154727,GABPA,0.117716713,0.024285969,0.092112746
DEG.wk52,ENSG00000154734,ADAMTS1,0.075622968,0.238636865,0.431049881
DEG.wk52,ENSG00000154736,ADAMTS5,0.714142804,2.51e-15,1.98e-13
DEG.wk52,ENSG00000154743,TSEN2,0.02853221,0.431739252,0.624864886
DEG.wk52,ENSG00000154760,SLFN13,-0.122728393,0.00019269,0.002076234
DEG.wk52,ENSG00000154764,WNT7A,0.090661911,0.192945298,0.375749769
DEG.wk52,ENSG00000154767,XPC,-0.021878967,0.418843803,0.612463147
DEG.wk52,ENSG00000154781,CCDC174,-0.042757468,0.052263722,0.159233943
DEG.wk52,ENSG00000154803,FLCN,-0.27188824,1.82e-09,7.23e-08
DEG.wk52,ENSG00000154813,DPH3,0.063477889,0.189947236,0.372231665
DEG.wk52,ENSG00000154814,OXNAD1,0.090019134,0.032891836,0.1146973
DEG.wk52,ENSG00000154822,PLCL2,3.34e-05,0.999051434,0.999716463
DEG.wk52,ENSG00000154832,CXXC1,-0.058050728,0.070638839,0.195674227
DEG.wk52,ENSG00000154839,SKA1,-0.715028433,0.001241993,0.009491219
DEG.wk52,ENSG00000154845,PPP4R1,-0.038215394,0.453304888,0.644089654
DEG.wk52,ENSG00000154856,APCDD1,-0.021335174,0.798351933,0.885325826
DEG.wk52,ENSG00000154874,CCDC144B,-0.039788057,0.389335978,0.58596051
DEG.wk52,ENSG00000154889,MPPE1,-0.026766039,0.421336391,0.614671384
DEG.wk52,ENSG00000154898,CCDC144CP,0.018451138,0.718715952,0.83678511
DEG.wk52,ENSG00000154917,RAB6B,0.109015814,0.324246569,0.524538385
DEG.wk52,ENSG00000154920,EME1,-0.055301511,0.507093423,0.686955195
DEG.wk52,ENSG00000154928,EPHB1,-0.29235523,3.09e-07,7.7e-06
DEG.wk52,ENSG00000154930,ACSS1,-0.019446353,0.533705208,0.707348262
DEG.wk52,ENSG00000154945,ANKRD40,-0.003729389,0.867904506,0.92762506
DEG.wk52,ENSG00000154957,ZNF18,-0.021049116,0.452734943,0.643582648
DEG.wk52,ENSG00000154978,VOPP1,0.093533187,1.54e-05,0.000240576
DEG.wk52,ENSG00000155008,APOOL,-0.003302386,0.939576628,0.969376433
DEG.wk52,ENSG00000155016,CYP2U1,0.142128806,5.01e-05,0.000664588
DEG.wk52,ENSG00000155034,FBXL18,-0.028849788,0.557035633,0.724754318
DEG.wk52,ENSG00000155085,AK9,-0.032397616,0.44146142,0.633270483
DEG.wk52,ENSG00000155090,KLF10,-0.04157039,0.270699751,0.466979983
DEG.wk52,ENSG00000155093,PTPRN2,-0.537084923,6.4e-18,6.26e-16
DEG.wk52,ENSG00000155096,AZIN1,0.120272491,0.00061107,0.00533332
DEG.wk52,ENSG00000155097,ATP6V1C1,0.035411086,0.350368188,0.550973893
DEG.wk52,ENSG00000155099,PIP4P2,-0.055537291,0.299656521,0.498299973
DEG.wk52,ENSG00000155100,OTUD6B,0.067595042,0.175743895,0.354302605
DEG.wk52,ENSG00000155111,CDK19,0.07952991,0.053899419,0.162442376
DEG.wk52,ENSG00000155115,GTF3C6,-0.046692817,0.25281712,0.446863076
DEG.wk52,ENSG00000155158,TTC39B,0.059559353,0.059333648,0.173537752
DEG.wk52,ENSG00000155189,AGPAT5,0.069793211,0.082334575,0.215830464
DEG.wk52,ENSG00000155229,MMS19,0.030695587,0.202609264,0.387530587
DEG.wk52,ENSG00000155252,PI4K2A,0.04986546,0.148630417,0.318111005
DEG.wk52,ENSG00000155254,MARVELD1,-0.001116066,0.984194423,0.991768696
DEG.wk52,ENSG00000155256,ZFYVE27,-0.086449004,0.00595805,0.032462512
DEG.wk52,ENSG00000155265,GOLGA7B,0.003806378,0.938811976,0.968905002
DEG.wk52,ENSG00000155275,TRMT44,-0.015058519,0.624440875,0.774365257
DEG.wk52,ENSG00000155287,SLC25A28,-0.055345371,0.057789592,0.170563549
DEG.wk52,ENSG00000155304,HSPA13,0.065056392,0.267042918,0.463132323
DEG.wk52,ENSG00000155307,SAMSN1,0.005273785,0.942797144,0.970885103
DEG.wk52,ENSG00000155313,USP25,-0.262373009,8.94e-10,3.72e-08
DEG.wk52,ENSG00000155324,GRAMD2B,0.004132291,0.925766734,0.96225146
DEG.wk52,ENSG00000155329,ZCCHC10,0.11520142,0.147268525,0.316456168
DEG.wk52,ENSG00000155330,C16orf87,0.006284689,0.84760497,0.91606051
DEG.wk52,ENSG00000155363,MOV10,-0.727723983,1.05e-29,2.25e-27
DEG.wk52,ENSG00000155366,RHOC,-0.057648826,0.220162269,0.409398184
DEG.wk52,ENSG00000155367,PPM1J,0.170683736,0.123268137,0.282512032
DEG.wk52,ENSG00000155368,DBI,0.087465696,0.253981895,0.448379783
DEG.wk52,ENSG00000155380,SLC16A1,0.061852996,0.236524919,0.429120932
DEG.wk52,ENSG00000155393,HEATR3,0.030359197,0.264954416,0.460853323
DEG.wk52,ENSG00000155438,NIFK,0.054475784,0.43080512,0.62416104
DEG.wk52,ENSG00000155463,OXA1L,0.055062015,0.006058141,0.032953302
DEG.wk52,ENSG00000155465,SLC7A7,0.07039908,0.078756759,0.209543864
DEG.wk52,ENSG00000155506,LARP1,-0.102104341,0.013253667,0.058844203
DEG.wk52,ENSG00000155508,CNOT8,-0.025557495,0.313552797,0.513831345
DEG.wk52,ENSG00000155530,LRGUK,-0.127092531,0.148599103,0.318108123
DEG.wk52,ENSG00000155542,SETD9,0.148789163,0.020268193,0.080729696
DEG.wk52,ENSG00000155545,MIER3,0.073542755,0.141396494,0.308632918
DEG.wk52,ENSG00000155561,NUP205,-0.070395019,0.014081405,0.061494571
DEG.wk52,ENSG00000155592,ZKSCAN2,0.083525387,0.004457699,0.025904121
DEG.wk52,ENSG00000155621,C9orf85,0.013888415,0.635350214,0.78131604
DEG.wk52,ENSG00000155629,PIK3AP1,-0.365225873,3.12e-11,1.61e-09
DEG.wk52,ENSG00000155636,RBM45,0.019694445,0.574514338,0.737963623
DEG.wk52,ENSG00000155657,TTN,-0.010048742,0.856122679,0.920900423
DEG.wk52,ENSG00000155659,VSIG4,-0.084914986,0.468760002,0.656146851
DEG.wk52,ENSG00000155660,PDIA4,-0.104498909,0.007693105,0.039599823
DEG.wk52,ENSG00000155666,KDM8,0.030678229,0.473201894,0.659446375
DEG.wk52,ENSG00000155729,KCTD18,-0.016242971,0.422839285,0.616226038
DEG.wk52,ENSG00000155744,FAM126B,0.022407757,0.719295481,0.83678719
DEG.wk52,ENSG00000155749,FLACC1,-0.110133528,0.128608426,0.290229926
DEG.wk52,ENSG00000155755,TMEM237,0.095891205,0.06009715,0.175008079
DEG.wk52,ENSG00000155792,DEPTOR,0.175516943,0.007316398,0.03811553
DEG.wk52,ENSG00000155827,RNF20,0.010856376,0.728075952,0.842132664
DEG.wk52,ENSG00000155846,PPARGC1B,-0.126984267,0.000826898,0.006885372
DEG.wk52,ENSG00000155849,ELMO1,-0.049013231,0.108328226,0.259012818
DEG.wk52,ENSG00000155850,SLC26A2,0.042946475,0.189280499,0.371582382
DEG.wk52,ENSG00000155858,LSM11,0.039884677,0.159437043,0.332930712
DEG.wk52,ENSG00000155868,MED7,0.127421993,0.005761978,0.031646342
DEG.wk52,ENSG00000155876,RRAGA,0.052514053,0.057849445,0.170683364
DEG.wk52,ENSG00000155893,PXYLP1,0.103185357,0.009837901,0.047601673
DEG.wk52,ENSG00000155903,RASA2,0.033608531,0.4411741,0.633058805
DEG.wk52,ENSG00000155906,RMND1,0.039041245,0.223314152,0.413428948
DEG.wk52,ENSG00000155926,SLA,-0.124666358,0.025833702,0.096412121
DEG.wk52,ENSG00000155957,TMBIM4,-0.003488559,0.917835565,0.957633457
DEG.wk52,ENSG00000155959,VBP1,0.158226695,0.012851602,0.057652431
DEG.wk52,ENSG00000155961,RAB39B,0.163250814,1.39e-07,3.82e-06
DEG.wk52,ENSG00000155962,CLIC2,0.190178915,0.024331584,0.092192383
DEG.wk52,ENSG00000155966,AFF2,-0.112911123,0.099626782,0.244565459
DEG.wk52,ENSG00000155970,MICU3,0.096704236,0.204929784,0.390649423
DEG.wk52,ENSG00000155974,GRIP1,0.018653964,0.819339819,0.898014063
DEG.wk52,ENSG00000155975,VPS37A,0.039808903,0.205895817,0.392204282
DEG.wk52,ENSG00000155980,KIF5A,0.046159415,0.606954958,0.761514965
DEG.wk52,ENSG00000156011,PSD3,-0.14706318,0.001774892,0.012633251
DEG.wk52,ENSG00000156017,CARNMT1,0.0852161,0.072545765,0.198828728
DEG.wk52,ENSG00000156026,MCU,0.063906196,0.046861803,0.147157037
DEG.wk52,ENSG00000156030,MIDEAS,-0.048729237,0.207455972,0.394220741
DEG.wk52,ENSG00000156042,CFAP70,0.023735537,0.552206917,0.72167613
DEG.wk52,ENSG00000156050,FAM161B,0.028100622,0.35706379,0.556608057
DEG.wk52,ENSG00000156052,GNAQ,0.172294371,0.000220518,0.002316273
DEG.wk52,ENSG00000156110,ADK,0.089644341,0.004364917,0.02549635
DEG.wk52,ENSG00000156113,KCNMA1,-0.169610982,0.087779083,0.224610818
DEG.wk52,ENSG00000156127,BATF,-0.113730201,0.01030244,0.049214317
DEG.wk52,ENSG00000156136,DCK,0.01874234,0.607274674,0.761581972
DEG.wk52,ENSG00000156162,DPY19L4,0.128746478,0.009380745,0.045999926
DEG.wk52,ENSG00000156170,NDUFAF6,0.048319871,0.192587677,0.375252655
DEG.wk52,ENSG00000156171,DRAM2,0.008311078,0.819344833,0.898014063
DEG.wk52,ENSG00000156172,C8orf37,0.122560931,0.041084582,0.133886967
DEG.wk52,ENSG00000156206,CFAP161,0.259499091,0.02006501,0.080131789
DEG.wk52,ENSG00000156218,ADAMTSL3,-0.051470952,0.668780372,0.803544471
DEG.wk52,ENSG00000156232,WHAMM,-0.078754441,0.000569458,0.005060329
DEG.wk52,ENSG00000156239,N6AMT1,0.116966086,0.004005697,0.023929845
DEG.wk52,ENSG00000156253,RWDD2B,0.021386301,0.603461321,0.759260862
DEG.wk52,ENSG00000156256,USP16,0.057393764,0.290893298,0.48893794
DEG.wk52,ENSG00000156261,CCT8,0.031380824,0.436033647,0.628669822
DEG.wk52,ENSG00000156265,MAP3K7CL,0.081883659,0.178567938,0.357965426
DEG.wk52,ENSG00000156273,BACH1,-0.16824781,0.000184922,0.002007545
DEG.wk52,ENSG00000156298,TSPAN7,-0.003794154,0.976695675,0.987960405
DEG.wk52,ENSG00000156299,TIAM1,-0.021875471,0.569252264,0.734426215
DEG.wk52,ENSG00000156304,SCAF4,-0.036007276,0.309092468,0.508992677
DEG.wk52,ENSG00000156313,RPGR,0.204334195,1.01e-05,0.00016913
DEG.wk52,ENSG00000156345,CDK20,0.028130852,0.597157194,0.754329552
DEG.wk52,ENSG00000156374,PCGF6,0.027617643,0.579035809,0.740719416
DEG.wk52,ENSG00000156381,ANKRD9,-0.111208085,0.304515197,0.503539404
DEG.wk52,ENSG00000156384,SFR1,0.105578231,0.069861356,0.194338468
DEG.wk52,ENSG00000156395,SORCS3,0.366368333,2.01e-06,4.02e-05
DEG.wk52,ENSG00000156398,SFXN2,0.061511357,0.185551424,0.366710978
DEG.wk52,ENSG00000156411,ATP5MPL,0.05781573,0.390508915,0.586994444
DEG.wk52,ENSG00000156414,TDRD9,-0.120151906,0.043214714,0.138783855
DEG.wk52,ENSG00000156453,PCDH1,0.132466152,0.166136358,0.34168271
DEG.wk52,ENSG00000156463,SH3RF2,-0.000180935,0.998581165,0.999518956
DEG.wk52,ENSG00000156467,UQCRB,0.187256612,0.023336303,0.089580975
DEG.wk52,ENSG00000156469,MTERF3,0.027450445,0.534158127,0.707671092
DEG.wk52,ENSG00000156471,PTDSS1,0.104360589,3.47e-05,0.000481908
DEG.wk52,ENSG00000156475,PPP2R2B,0.22825426,3.57e-07,8.72e-06
DEG.wk52,ENSG00000156482,RPL30,0.318884272,0.000154225,0.001719638
DEG.wk52,ENSG00000156500,FAM122C,-0.193110283,4.93e-07,1.15e-05
DEG.wk52,ENSG00000156502,SUPV3L1,0.058392624,0.018608095,0.075579485
DEG.wk52,ENSG00000156504,FAM122B,0.067076467,0.072450226,0.198670444
DEG.wk52,ENSG00000156508,EEF1A1,0.36683252,4.14e-07,9.9e-06
DEG.wk52,ENSG00000156510,HKDC1,0.143215661,0.001524732,0.011171296
DEG.wk52,ENSG00000156515,HK1,0.014357198,0.752401464,0.85784124
DEG.wk52,ENSG00000156521,TYSND1,0.046598825,0.183615892,0.364389598
DEG.wk52,ENSG00000156531,PHF6,0.04026795,0.339746882,0.540557933
DEG.wk52,ENSG00000156535,CD109,-0.095505572,0.112099465,0.265022208
DEG.wk52,ENSG00000156564,LRFN2,-0.041608749,0.721407181,0.83843293
DEG.wk52,ENSG00000156587,UBE2L6,-0.623279872,3.74e-19,4.21e-17
DEG.wk52,ENSG00000156599,ZDHHC5,-0.071404717,0.005544849,0.030723888
DEG.wk52,ENSG00000156603,MED19,0.015086599,0.68420205,0.81444205
DEG.wk52,ENSG00000156639,ZFAND3,-0.055023318,0.230754468,0.422797067
DEG.wk52,ENSG00000156642,NPTN,0.015906968,0.657173138,0.795784274
DEG.wk52,ENSG00000156650,KAT6B,0.067615112,0.020507207,0.081484668
DEG.wk52,ENSG00000156671,SAMD8,-0.056125245,0.142330334,0.309589834
DEG.wk52,ENSG00000156675,RAB11FIP1,-0.030204517,0.563850502,0.730526081
DEG.wk52,ENSG00000156697,UTP14A,-0.001129728,0.978127018,0.988642659
DEG.wk52,ENSG00000156709,AIFM1,-0.003358843,0.910662818,0.95394799
DEG.wk52,ENSG00000156711,MAPK13,-0.13631317,0.009687597,0.047096747
DEG.wk52,ENSG00000156735,BAG4,0.054980877,0.067916968,0.190476975
DEG.wk52,ENSG00000156738,MS4A1,0.078241906,0.278256552,0.474670934
DEG.wk52,ENSG00000156787,TBC1D31,0.042270572,0.287697965,0.485363075
DEG.wk52,ENSG00000156795,WDYHV1,-0.014316886,0.715021079,0.834518938
DEG.wk52,ENSG00000156802,ATAD2,-0.029730046,0.500971041,0.682549849
DEG.wk52,ENSG00000156804,FBXO32,0.150779969,5.31e-06,9.54e-05
DEG.wk52,ENSG00000156831,NSMCE2,-0.065504512,0.073488097,0.20032057
DEG.wk52,ENSG00000156853,ZNF689,-0.035988695,0.211525325,0.398650651
DEG.wk52,ENSG00000156858,PRR14,-0.084114762,0.056504084,0.167725672
DEG.wk52,ENSG00000156860,FBRS,-0.168634848,0.002405514,0.016118902
DEG.wk52,ENSG00000156869,FRRS1,-0.029159454,0.549116358,0.71935613
DEG.wk52,ENSG00000156873,PHKG2,-0.014481471,0.563954242,0.73057245
DEG.wk52,ENSG00000156875,MFSD14A,-0.026650635,0.406503286,0.601456234
DEG.wk52,ENSG00000156876,SASS6,0.049096098,0.348126231,0.548976899
DEG.wk52,ENSG00000156886,ITGAD,-0.12799713,0.106503503,0.255628158
DEG.wk52,ENSG00000156928,MALSU1,0.014749265,0.636655729,0.781797673
DEG.wk52,ENSG00000156931,VPS8,0.006920627,0.864547764,0.925757398
DEG.wk52,ENSG00000156958,GALK2,-0.005259416,0.822152869,0.900041558
DEG.wk52,ENSG00000156966,B3GNT7,-0.222186866,0.000927515,0.007555509
DEG.wk52,ENSG00000156970,BUB1B,-0.267156201,0.000320803,0.003171097
DEG.wk52,ENSG00000156973,PDE6D,-0.016555383,0.48928193,0.672715062
DEG.wk52,ENSG00000156976,EIF4A2,0.06951843,0.071256349,0.196873101
DEG.wk52,ENSG00000156983,BRPF1,-0.005732487,0.856499529,0.921003856
DEG.wk52,ENSG00000156990,RPUSD3,-0.047329029,0.102155051,0.248950554
DEG.wk52,ENSG00000157014,TATDN2,-0.030463752,0.244810165,0.437956802
DEG.wk52,ENSG00000157017,GHRL,-0.047210226,0.399143395,0.59591951
DEG.wk52,ENSG00000157020,SEC13,0.031239354,0.19934721,0.38404807
DEG.wk52,ENSG00000157036,EXOG,-0.002751443,0.94539553,0.972279578
DEG.wk52,ENSG00000157077,ZFYVE9,0.204584729,0.000112005,0.00132382
DEG.wk52,ENSG00000157106,SMG1,-0.031774585,0.21007684,0.397035805
DEG.wk52,ENSG00000157107,FCHO2,-0.024884957,0.638400492,0.783071482
DEG.wk52,ENSG00000157152,SYN2,-0.064996339,0.632324519,0.779549856
DEG.wk52,ENSG00000157168,NRG1,0.090967144,0.188605963,0.37093806
DEG.wk52,ENSG00000157181,ODR4,0.049769973,0.284320826,0.481864095
DEG.wk52,ENSG00000157184,CPT2,-0.101568289,1.27e-06,2.7e-05
DEG.wk52,ENSG00000157191,NECAP2,-0.017746418,0.373518371,0.571288237
DEG.wk52,ENSG00000157193,LRP8,-0.077857845,0.013891317,0.060899294
DEG.wk52,ENSG00000157212,PAXIP1,-0.016107085,0.482164242,0.667099412
DEG.wk52,ENSG00000157216,SSBP3,-0.066488688,0.176669636,0.355596215
DEG.wk52,ENSG00000157224,CLDN12,0.057678321,0.353507641,0.553461068
DEG.wk52,ENSG00000157227,MMP14,-0.126411754,0.10298655,0.249968292
DEG.wk52,ENSG00000157240,FZD1,0.076823872,0.112019287,0.264932994
DEG.wk52,ENSG00000157259,GATAD1,-0.003646891,0.845064238,0.914514658
DEG.wk52,ENSG00000157303,SUSD3,-0.050669726,0.193877158,0.37707817
DEG.wk52,ENSG00000157306,ZFHX2-AS1,0.020952293,0.647755303,0.789073439
DEG.wk52,ENSG00000157315,TMED6,-0.070053074,0.485605398,0.669967578
DEG.wk52,ENSG00000157322,CLEC18A,-0.080424544,0.289106384,0.487194808
DEG.wk52,ENSG00000157326,DHRS4,-0.052672777,0.13858517,0.304884008
DEG.wk52,ENSG00000157335,CLEC18C,-0.157423517,0.337910506,0.53825059
DEG.wk52,ENSG00000157343,ARMC12,-0.134966954,0.272078207,0.468477149
DEG.wk52,ENSG00000157349,DDX19B,0.012012276,0.666344622,0.80192505
DEG.wk52,ENSG00000157350,ST3GAL2,-0.162316913,0.001093217,0.008614171
DEG.wk52,ENSG00000157353,FCSK,-0.096247239,0.019716372,0.079105613
DEG.wk52,ENSG00000157379,DHRS1,-0.116801249,0.000135668,0.001542924
DEG.wk52,ENSG00000157388,CACNA1D,0.064551832,0.301043732,0.499670062
DEG.wk52,ENSG00000157404,KIT,0.423846093,4.01e-09,1.48e-07
DEG.wk52,ENSG00000157426,AASDH,0.040855125,0.285423904,0.482965607
DEG.wk52,ENSG00000157429,ZNF19,0.056773362,0.192063065,0.374797058
DEG.wk52,ENSG00000157445,CACNA2D3,0.215122579,0.000192075,0.002072532
DEG.wk52,ENSG00000157450,RNF111,-0.012022561,0.694657571,0.821103134
DEG.wk52,ENSG00000157456,CCNB2,-0.386401299,7.49e-06,0.000128935
DEG.wk52,ENSG00000157470,FAM81A,-0.1042882,0.345458084,0.546811831
DEG.wk52,ENSG00000157483,MYO1E,-0.034196328,0.408767061,0.603472028
DEG.wk52,ENSG00000157500,APPL1,0.025238566,0.460522584,0.650164306
DEG.wk52,ENSG00000157514,TSC22D3,0.018374905,0.809347473,0.892222369
DEG.wk52,ENSG00000157538,VPS26C,-0.027257386,0.066562212,0.187851078
DEG.wk52,ENSG00000157540,DYRK1A,0.017080016,0.504524233,0.685169966
DEG.wk52,ENSG00000157551,KCNJ15,-0.079712502,0.265198805,0.461157754
DEG.wk52,ENSG00000157554,ERG,-0.179494884,0.095021228,0.237147331
DEG.wk52,ENSG00000157557,ETS2,-0.040771234,0.470012876,0.65685345
DEG.wk52,ENSG00000157570,TSPAN18,0.002151774,0.967456154,0.983397456
DEG.wk52,ENSG00000157593,SLC35B2,-0.010677844,0.746357228,0.853955962
DEG.wk52,ENSG00000157600,TMEM164,0.113979048,0.02093311,0.082777611
DEG.wk52,ENSG00000157601,MX1,-2.265339897,5.56e-77,2.52e-73
DEG.wk52,ENSG00000157617,C2CD2,-0.029663245,0.365178862,0.563458288
DEG.wk52,ENSG00000157625,TAB3,-0.088985991,0.008077892,0.040998129
DEG.wk52,ENSG00000157637,SLC38A10,-0.141078665,0.009727647,0.047240751
DEG.wk52,ENSG00000157653,C9orf43,0.180787847,0.076596263,0.20557661
